Timestamp,Do you voluntarily agree to participate in this research? ,  Age  ,Gender,  Highest Educational Qualification  ,  Occupation  ,  Monthly Income  ,  Which social media platform do you use most?  ,  How much time do you spend on social media daily?  ,  Have you ever purchased a product after seeing it on social media?  ,  Which type of products do you purchase most through social media?  ,Social media influences my purchasing decisions. ,Advertisements on social media encourage me to buy products. ,Influencer recommendations increase my interest in products. ,I trust products recommended by social media influencers. ,Customer reviews on social media influence my buying decisions. ,Product images and videos on social media attract me. ,Social media promotions and discounts motivate me to purchase products. ,Limited-time offers on social media encourage me to buy immediately. ,Celebrity endorsements on social media influence my buying decisions. ,"The number of likes, comments, and shares increases my trust in a product. ",I compare products after seeing them on social media. ,Social media helps me make informed purchasing decisions. ,I follow brands on social media for product updates. ,Social media has changed my shopping habits. ,I spend more time exploring products because of social media. ,I prefer buying products that are recommended by influencers. ,Social media provides reliable product information. ,I feel confident purchasing products promoted on social media. ,Social media helps me compare prices before buying. ,User-generated content (customer photos/videos) influences my purchase decisions. ,User-generated content (customer photos/videos) influences my purchase decisions. ,"Overall, social media has a significant impact on my buying behaviour. ",Email address,Column 33
30/06/2026 20:29:10,yes,35–44,Female,Undergraduate,Student,"₹40,001–₹60,000",Instagram,Less than 1 hour,Yes,Home & Lifestyle,4,2,5,4,3,5,5,5,4,2,2,5,5,2,4,5,5,5,5,3,5,3,,
30/06/2026 20:29:09,yes,18–24,Male,Postgraduate,Private Employee,"₹40,001–₹60,000",Instagram,2–4 hours,Yes,Electronics,5,5,3,3,4,5,3,5,4,5,1,4,5,2,5,5,1,5,1,5,4,3,,
30/06/2026 20:29:11,yes,25–34,Male,High School,Student,"Below ₹20,000",Instagram,1–2 hours,Yes,Electronics,5,4,5,3,3,5,4,3,4,4,3,5,4,2,5,4,3,4,5,5,1,3,,
30/06/2026 20:29:12,yes,Below 18,Female,Diploma,Self-employed,"₹60,001–₹80,000",Instagram,More than 6 hours,Yes,Beauty & Personal Care,3,2,2,2,3,5,4,5,4,5,4,3,5,4,5,4,2,5,2,3,5,2,,
30/06/2026 20:29:12,yes,18–24,Female,High School,Student,"Below ₹20,000",X (Twitter),1–2 hours,Yes,Fashion & Clothing,3,5,5,1,4,5,5,4,3,4,5,5,5,3,3,4,4,5,4,1,5,5,,
30/06/2026 20:29:13,yes,25–34,Female,Undergraduate,Student,"Below ₹20,000",Instagram,Less than 1 hour,Yes,Beauty & Personal Care,2,5,5,5,4,5,5,4,4,3,4,4,3,5,2,2,4,3,5,5,5,4,,
30/06/2026 20:29:14,yes,25–34,Female,Undergraduate,Private Employee,"Below ₹20,000",Instagram,More than 6 hours,Yes,Electronics,4,5,4,3,4,1,3,4,3,3,4,3,4,3,5,4,3,4,5,5,4,3,,
30/06/2026 20:29:15,yes,18–24,Female,Undergraduate,Self-employed,"Below ₹20,000",Instagram,2–4 hours,No,Fashion & Clothing,3,5,5,4,4,1,4,2,5,4,3,4,1,4,2,3,4,4,4,4,5,2,,
30/06/2026 20:29:16,yes,35–44,Male,Diploma,Student,"Below ₹20,000",Instagram,2–4 hours,Yes,Beauty & Personal Care,2,5,5,5,1,3,2,3,4,4,3,4,2,5,4,4,4,5,4,5,5,5,,
30/06/2026 20:29:17,yes,18–24,Male,Undergraduate,Homemaker,"Above ₹80,000",Snapchat,1–2 hours,Yes,Food & Beverages,3,4,2,4,4,4,3,1,4,1,2,5,4,5,2,5,5,4,2,5,4,3,,
30/06/2026 20:29:18,yes,25–34,Female,Diploma,Student,"Below ₹20,000",YouTube,2–4 hours,Yes,Fashion & Clothing,3,3,4,3,4,4,3,4,3,3,4,5,1,5,3,3,4,4,4,4,4,4,,
30/06/2026 20:29:19,yes,18–24,Male,Undergraduate,Private Employee,"Below ₹20,000",WhatsApp,1–2 hours,Yes,Electronics,5,4,5,4,2,1,4,3,3,4,4,4,3,4,5,2,3,3,4,3,5,3,,
30/06/2026 20:29:20,yes,18–24,Female,High School,Student,"Above ₹80,000",YouTube,1–2 hours,Yes,Food & Beverages,4,1,3,5,4,4,4,1,2,5,5,3,4,4,4,2,4,1,2,3,1,1,,
30/06/2026 20:29:21,yes,25–34,Female,Postgraduate,Homemaker,"₹20,001–₹40,000",Instagram,1–2 hours,Yes,Fashion & Clothing,4,4,4,3,4,4,5,5,4,4,2,3,4,3,4,4,4,5,5,2,5,4,,
30/06/2026 20:29:22,no,35–44,Male,High School,Homemaker,"₹60,001–₹80,000",YouTube,2–4 hours,No,Beauty & Personal Care,4,5,1,4,5,2,1,2,3,4,5,4,4,5,5,3,5,5,3,2,5,4,,
30/06/2026 20:29:23,yes,45–54,Male,Postgraduate,Student,"₹60,001–₹80,000",X (Twitter),4–6 hours,Yes,Beauty & Personal Care,3,5,1,1,5,4,4,3,3,4,4,3,5,4,5,5,4,5,2,3,2,5,,
30/06/2026 20:29:24,yes,18–24,Male,Undergraduate,Student,"Below ₹20,000",Instagram,4–6 hours,Yes,Fashion & Clothing,5,4,4,5,5,3,3,1,5,3,3,5,4,5,4,5,5,3,5,1,4,1,,
30/06/2026 20:29:25,yes,18–24,Male,Undergraduate,Student,"₹40,001–₹60,000",Instagram,4–6 hours,Yes,Fashion & Clothing,4,5,5,5,2,4,3,2,5,4,1,4,5,3,2,3,4,2,2,5,2,3,,
30/06/2026 20:29:25,yes,25–34,Female,Postgraduate,Self-employed,"₹20,001–₹40,000",LinkedIn,1–2 hours,Yes,Fashion & Clothing,4,4,5,5,5,4,5,4,5,2,5,5,5,5,5,5,5,5,3,4,1,2,,
30/06/2026 20:29:26,yes,18–24,Male,Undergraduate,Business Owner,"Below ₹20,000",Instagram,1–2 hours,Yes,Fashion & Clothing,3,4,1,1,4,4,5,5,5,5,5,5,2,1,5,3,2,4,4,5,3,2,,
30/06/2026 20:29:27,yes,55 and above,Female,Postgraduate,Homemaker,"Above ₹80,000",X (Twitter),4–6 hours,Yes,Beauty & Personal Care,2,3,3,5,5,1,5,2,5,5,2,2,5,2,5,1,3,4,4,4,4,5,,
30/06/2026 20:29:28,yes,Below 18,Male,Others,Homemaker,"Below ₹20,000",Others,2–4 hours,No,Electronics,5,3,4,2,4,3,5,4,3,2,5,2,5,5,5,4,5,4,4,4,2,5,,
30/06/2026 20:29:29,yes,18–24,Female,Undergraduate,Student,"Below ₹20,000",Instagram,Less than 1 hour,Yes,Electronics,5,4,4,3,4,3,5,4,1,4,5,5,3,5,5,4,4,5,3,2,2,4,,
30/06/2026 20:29:30,yes,18–24,Male,Undergraduate,Student,"Above ₹80,000",YouTube,2–4 hours,No,Fashion & Clothing,4,1,3,1,3,2,3,5,3,5,3,2,3,4,5,3,4,1,2,4,4,4,,
30/06/2026 20:29:31,yes,25–34,Male,Postgraduate,Business Owner,"Below ₹20,000",LinkedIn,Less than 1 hour,Yes,Food & Beverages,3,5,3,2,1,1,1,1,4,4,5,4,5,4,2,3,3,5,4,5,5,5,,
30/06/2026 20:29:32,yes,18–24,Male,Postgraduate,Private Employee,"₹40,001–₹60,000",YouTube,Less than 1 hour,No,Fashion & Clothing,4,4,3,3,3,3,4,3,5,5,5,2,4,4,3,4,4,1,5,4,2,5,,
30/06/2026 20:29:33,yes,18–24,Female,Undergraduate,Student,"₹40,001–₹60,000",Instagram,4–6 hours,Yes,Electronics,3,5,4,4,4,4,1,4,4,4,4,2,4,4,3,4,5,5,5,5,3,4,,
30/06/2026 20:29:34,yes,25–34,Prefer not to say,Postgraduate,Private Employee,"₹60,001–₹80,000",Facebook,2–4 hours,No,Beauty & Personal Care,3,4,3,5,5,5,5,3,4,4,5,4,3,3,4,4,4,5,2,5,4,3,,
30/06/2026 20:29:35,yes,18–24,Male,High School,Private Employee,"Above ₹80,000",Instagram,1–2 hours,Yes,Electronics,5,4,5,4,5,2,5,3,1,2,4,5,5,1,5,3,3,5,4,5,5,3,,
30/06/2026 20:29:36,yes,35–44,Male,Undergraduate,Homemaker,"₹40,001–₹60,000",Others,More than 6 hours,Yes,Food & Beverages,3,1,4,3,5,3,5,3,5,1,5,3,5,5,5,2,3,4,4,5,5,3,,
30/06/2026 20:29:37,yes,18–24,Male,Postgraduate,Private Employee,"₹60,001–₹80,000",Instagram,Less than 1 hour,Yes,Fashion & Clothing,5,5,1,4,4,4,5,2,4,2,5,3,5,3,5,5,2,3,1,4,5,5,,
30/06/2026 20:29:38,yes,18–24,Male,Undergraduate,Student,"₹40,001–₹60,000",WhatsApp,1–2 hours,Yes,Electronics,4,5,3,5,3,3,2,3,3,2,5,4,4,4,5,4,3,4,4,4,4,5,,
30/06/2026 20:29:38,yes,45–54,Male,Undergraduate,Private Employee,"Below ₹20,000",Instagram,2–4 hours,Yes,Fashion & Clothing,5,5,4,2,5,3,3,2,5,3,5,5,4,5,2,3,5,5,3,5,4,3,,
30/06/2026 20:29:39,yes,25–34,Female,Postgraduate,Student,"Below ₹20,000",WhatsApp,2–4 hours,Yes,Food & Beverages,4,5,5,2,4,5,4,2,5,4,3,5,5,4,4,3,4,3,5,5,5,5,,
30/06/2026 20:29:40,yes,25–34,Female,Undergraduate,Self-employed,"Below ₹20,000",LinkedIn,1–2 hours,Yes,Electronics,5,1,5,4,4,5,4,2,3,4,5,5,3,3,3,5,5,2,1,5,5,4,,
30/06/2026 20:29:41,yes,25–34,Male,Diploma,Private Employee,"Below ₹20,000",Instagram,Less than 1 hour,Yes,Electronics,2,5,1,4,4,2,5,4,5,2,5,4,4,5,4,3,5,2,4,1,4,3,,
30/06/2026 20:29:42,yes,45–54,Male,Postgraduate,Student,"₹40,001–₹60,000",Instagram,Less than 1 hour,Yes,Beauty & Personal Care,4,5,4,4,5,4,4,1,5,3,4,5,4,1,5,3,1,4,3,5,4,5,,
30/06/2026 20:29:43,yes,25–34,Male,Undergraduate,Student,"₹20,001–₹40,000",YouTube,2–4 hours,Yes,Fashion & Clothing,3,3,3,4,3,4,3,5,5,3,4,5,4,4,3,4,5,4,2,4,5,4,,
30/06/2026 20:29:44,yes,55 and above,Male,Postgraduate,Government Employee,"Below ₹20,000",Instagram,1–2 hours,Yes,Electronics,4,4,3,4,4,4,2,3,4,3,4,3,5,5,5,4,5,3,5,5,5,4,,
30/06/2026 20:29:45,yes,35–44,Female,Undergraduate,Student,"Below ₹20,000",YouTube,2–4 hours,No,Electronics,4,4,4,5,3,4,2,4,5,4,4,4,5,2,4,3,2,4,4,4,2,2,,
30/06/2026 20:29:46,yes,Below 18,Male,Diploma,Student,"Below ₹20,000",Instagram,4–6 hours,Yes,Electronics,3,5,3,5,2,5,4,4,2,5,5,4,4,4,2,2,4,3,3,5,5,4,,
30/06/2026 20:29:47,yes,18–24,Male,Undergraduate,Student,"₹20,001–₹40,000",YouTube,2–4 hours,Yes,Electronics,3,4,3,3,3,5,4,3,2,5,4,3,5,2,5,4,5,5,4,4,4,5,,
30/06/2026 20:29:48,yes,18–24,Female,Postgraduate,Private Employee,"₹60,001–₹80,000",Instagram,2–4 hours,Yes,Electronics,5,4,4,4,4,5,5,4,5,3,5,2,5,2,4,5,4,5,3,5,3,2,,
30/06/2026 20:29:49,yes,45–54,Male,Postgraduate,Private Employee,"₹20,001–₹40,000",Others,1–2 hours,Yes,Health & Fitness,2,4,4,3,5,5,4,3,5,4,5,4,3,4,4,3,4,4,5,3,4,3,,
30/06/2026 20:29:50,yes,Below 18,Male,Diploma,Student,"Below ₹20,000",Instagram,More than 6 hours,No,Electronics,2,5,5,5,4,5,5,2,4,4,4,5,4,5,4,3,2,3,3,4,5,5,,
30/06/2026 20:29:51,yes,Below 18,Prefer not to say,Diploma,Student,"Below ₹20,000",Facebook,1–2 hours,Yes,Food & Beverages,4,2,4,3,1,5,4,4,5,3,5,5,3,4,4,3,2,5,4,3,2,3,,
30/06/2026 20:29:51,yes,25–34,Female,Undergraduate,Student,"Below ₹20,000",Facebook,1–2 hours,No,Home & Lifestyle,3,4,3,5,5,3,5,3,4,5,4,5,1,2,4,1,4,1,4,3,5,5,,
30/06/2026 20:29:52,yes,18–24,Male,Undergraduate,Student,"₹40,001–₹60,000",Instagram,4–6 hours,Yes,Home & Lifestyle,3,4,3,3,5,2,5,4,4,5,5,5,3,4,5,5,4,2,1,3,5,4,,
30/06/2026 20:29:53,yes,25–34,Female,Postgraduate,Self-employed,"Below ₹20,000",Instagram,2–4 hours,Yes,Fashion & Clothing,4,3,5,5,3,4,4,3,5,5,5,4,3,5,4,5,4,4,5,4,3,4,,
30/06/2026 20:29:54,yes,25–34,Female,Undergraduate,Private Employee,"Below ₹20,000",Instagram,2–4 hours,No,Fashion & Clothing,5,3,4,4,3,5,4,3,5,3,3,3,4,2,4,5,4,4,2,4,3,4,,
30/06/2026 20:29:55,yes,18–24,Male,Others,Government Employee,"₹40,001–₹60,000",LinkedIn,More than 6 hours,Yes,Electronics,1,4,5,5,4,3,3,2,3,3,4,2,3,5,3,4,3,5,2,4,3,1,,
30/06/2026 20:29:56,yes,18–24,Female,Undergraduate,Student,"Below ₹20,000",Instagram,4–6 hours,No,Fashion & Clothing,3,5,4,5,5,2,5,5,3,4,5,3,3,2,5,3,3,5,5,2,4,1,,
30/06/2026 20:29:57,yes,18–24,Male,Undergraduate,Private Employee,"Below ₹20,000",X (Twitter),4–6 hours,Yes,Fashion & Clothing,5,4,1,3,4,4,5,3,5,4,1,4,2,3,3,1,5,4,4,4,4,5,,
30/06/2026 20:29:58,yes,25–34,Female,Undergraduate,Private Employee,"Below ₹20,000",WhatsApp,4–6 hours,Yes,Food & Beverages,5,5,3,5,3,4,5,4,5,4,4,3,4,2,4,3,5,3,5,4,3,5,,
30/06/2026 20:29:59,yes,25–34,Prefer not to say,Undergraduate,Private Employee,"Above ₹80,000",YouTube,1–2 hours,Yes,Food & Beverages,1,5,4,5,4,5,4,4,3,1,4,3,4,3,5,1,2,4,2,2,4,3,,
30/06/2026 20:30:00,yes,45–54,Male,Diploma,Student,"₹20,001–₹40,000",Instagram,1–2 hours,No,Fashion & Clothing,5,2,4,5,3,3,4,3,5,4,4,4,2,3,4,4,5,5,5,4,4,1,,
30/06/2026 20:30:01,yes,18–24,Male,Undergraduate,Government Employee,"Below ₹20,000",YouTube,1–2 hours,Yes,Others,5,4,5,4,5,5,4,5,5,2,4,3,4,2,5,1,4,2,5,2,4,5,,
30/06/2026 20:30:02,yes,18–24,Male,High School,Private Employee,"Above ₹80,000",Instagram,2–4 hours,Yes,Fashion & Clothing,5,4,5,2,5,4,4,4,1,4,5,2,5,5,3,2,2,4,5,5,4,4,,
30/06/2026 20:30:03,yes,18–24,Male,High School,Private Employee,"₹20,001–₹40,000",Snapchat,4–6 hours,No,Beauty & Personal Care,3,5,4,5,3,4,4,5,5,5,5,4,4,4,5,5,4,3,3,4,2,2,,
30/06/2026 20:30:03,yes,45–54,Male,High School,Student,"₹40,001–₹60,000",Instagram,2–4 hours,Yes,Others,5,4,4,4,4,3,4,2,5,5,5,4,1,1,1,2,5,5,5,3,4,4,,
30/06/2026 20:30:04,yes,18–24,Female,Undergraduate,Self-employed,"₹40,001–₹60,000",LinkedIn,Less than 1 hour,Yes,Electronics,5,4,4,3,3,3,4,4,5,3,5,4,4,4,5,4,4,5,5,2,3,4,,
30/06/2026 20:30:05,yes,25–34,Female,Postgraduate,Student,"Below ₹20,000",Facebook,2–4 hours,Yes,Beauty & Personal Care,3,4,4,5,3,5,4,4,5,3,4,5,4,3,5,5,3,3,5,4,5,4,,
30/06/2026 20:30:06,yes,25–34,Male,Undergraduate,Student,"₹20,001–₹40,000",Facebook,2–4 hours,No,Food & Beverages,2,4,4,5,3,4,3,4,4,5,3,3,4,3,5,2,5,4,3,5,5,3,,
30/06/2026 20:30:07,yes,45–54,Male,Others,Self-employed,"₹20,001–₹40,000",YouTube,4–6 hours,Yes,Fashion & Clothing,5,4,4,5,4,4,4,4,1,2,5,3,4,4,5,5,5,1,4,4,3,2,,
30/06/2026 20:30:08,yes,45–54,Male,High School,Private Employee,"Below ₹20,000",Instagram,2–4 hours,Yes,Fashion & Clothing,4,1,3,4,4,3,2,5,2,4,5,1,5,2,3,4,2,3,5,3,4,5,,
30/06/2026 20:30:09,yes,18–24,Male,Postgraduate,Private Employee,"Below ₹20,000",Instagram,Less than 1 hour,Yes,Fashion & Clothing,4,4,5,3,4,5,5,4,5,4,5,5,5,2,2,3,3,1,5,4,5,5,,
30/06/2026 20:30:10,yes,18–24,Male,Undergraduate,Self-employed,"₹20,001–₹40,000",WhatsApp,4–6 hours,Yes,Home & Lifestyle,5,4,4,4,4,5,5,3,5,5,3,3,3,5,4,5,4,3,4,5,3,4,,
30/06/2026 20:30:11,yes,35–44,Prefer not to say,High School,Others,"₹20,001–₹40,000",YouTube,2–4 hours,No,Electronics,5,4,4,3,2,3,4,5,4,4,4,3,3,4,3,4,2,3,4,3,3,3,,
30/06/2026 20:30:12,yes,25–34,Male,Diploma,Private Employee,"₹40,001–₹60,000",YouTube,1–2 hours,Yes,Electronics,3,5,2,5,3,2,4,4,5,5,5,4,3,3,3,1,5,2,4,3,2,4,,
30/06/2026 20:30:13,yes,18–24,Male,Undergraduate,Private Employee,"₹40,001–₹60,000",WhatsApp,2–4 hours,No,Fashion & Clothing,4,3,2,5,2,4,4,5,1,5,3,5,5,4,4,3,2,4,4,3,5,3,,
30/06/2026 20:30:13,yes,55 and above,Male,Others,Student,"₹20,001–₹40,000",Instagram,More than 6 hours,Yes,Electronics,5,5,4,5,5,4,5,4,3,1,4,1,4,2,4,3,4,5,2,5,4,4,,
30/06/2026 20:30:14,yes,18–24,Female,Diploma,Private Employee,"Below ₹20,000",Facebook,More than 6 hours,Yes,Fashion & Clothing,4,3,4,4,2,5,5,4,2,3,4,3,4,5,4,4,5,5,5,3,3,3,,
30/06/2026 20:30:15,yes,18–24,Male,Postgraduate,Student,"₹20,001–₹40,000",YouTube,2–4 hours,Yes,Fashion & Clothing,5,5,4,3,4,5,3,2,4,1,4,5,5,4,4,4,4,4,5,4,4,2,,
30/06/2026 20:30:16,yes,18–24,Male,Postgraduate,Student,"₹40,001–₹60,000",Instagram,4–6 hours,Yes,Electronics,2,2,2,5,4,4,3,4,2,1,4,5,4,4,4,3,4,1,4,4,3,3,,
30/06/2026 20:30:17,yes,25–34,Female,Undergraduate,Private Employee,"₹20,001–₹40,000",Others,2–4 hours,Yes,Food & Beverages,3,2,1,4,2,4,5,5,3,5,2,5,5,5,5,4,3,3,5,5,2,4,,
30/06/2026 20:30:18,yes,18–24,Female,Undergraduate,Student,"₹40,001–₹60,000",WhatsApp,2–4 hours,Yes,Beauty & Personal Care,3,3,1,4,5,4,4,1,5,1,1,1,3,2,5,4,4,4,3,3,1,5,,
30/06/2026 20:30:19,yes,18–24,Male,Undergraduate,Homemaker,"₹60,001–₹80,000",Instagram,2–4 hours,Yes,Others,4,4,4,2,4,5,3,5,3,3,5,5,5,4,3,4,4,4,5,2,4,4,,
30/06/2026 20:30:20,yes,18–24,Female,Undergraduate,Self-employed,"Below ₹20,000",Facebook,1–2 hours,Yes,Beauty & Personal Care,5,5,4,5,2,3,1,3,3,3,4,5,5,4,2,4,4,5,4,4,4,5,,
30/06/2026 20:30:21,yes,18–24,Male,Diploma,Others,"₹20,001–₹40,000",YouTube,2–4 hours,Yes,Beauty & Personal Care,4,5,3,3,5,4,4,3,5,4,3,4,5,4,5,3,5,4,5,4,2,4,,
30/06/2026 20:30:22,yes,Below 18,Male,Undergraduate,Student,"Below ₹20,000",Instagram,1–2 hours,Yes,Electronics,3,4,4,2,4,2,3,4,3,5,3,4,4,4,3,4,4,1,4,4,4,3,,
30/06/2026 20:30:23,yes,25–34,Prefer not to say,Undergraduate,Student,"Below ₹20,000",YouTube,1–2 hours,No,Electronics,4,3,2,2,4,5,4,2,5,5,2,5,2,5,4,2,4,2,4,4,1,5,,
30/06/2026 20:30:24,yes,18–24,Female,Undergraduate,Student,"₹60,001–₹80,000",Instagram,More than 6 hours,Yes,Fashion & Clothing,4,3,5,5,3,5,4,3,4,4,5,4,5,4,2,4,3,3,3,4,4,3,,
30/06/2026 20:30:25,yes,25–34,Female,Undergraduate,Student,"Below ₹20,000",YouTube,1–2 hours,No,Electronics,5,2,2,2,4,3,4,3,4,5,4,3,3,3,5,5,5,5,2,4,4,1,,
30/06/2026 20:30:25,yes,25–34,Female,Postgraduate,Homemaker,"₹40,001–₹60,000",YouTube,2–4 hours,Yes,Electronics,4,4,4,3,4,5,1,4,3,3,2,5,4,4,5,4,3,5,5,4,3,3,,
30/06/2026 20:30:26,yes,25–34,Male,Undergraduate,Private Employee,"₹40,001–₹60,000",Snapchat,More than 6 hours,Yes,Health & Fitness,4,2,4,5,4,3,5,3,2,3,4,4,2,4,4,4,5,4,5,5,5,4,,
30/06/2026 20:30:27,yes,25–34,Male,Postgraduate,Business Owner,"₹20,001–₹40,000",Instagram,2–4 hours,Yes,Electronics,3,5,2,4,1,3,4,5,4,4,4,4,3,5,4,5,5,5,4,5,3,5,,
30/06/2026 20:30:28,yes,35–44,Female,Undergraduate,Private Employee,"₹20,001–₹40,000",Instagram,1–2 hours,No,Home & Lifestyle,1,4,5,4,5,4,1,1,5,4,2,5,2,5,2,2,4,2,4,4,3,5,,
30/06/2026 20:30:29,yes,18–24,Female,Diploma,Private Employee,"₹20,001–₹40,000",Facebook,4–6 hours,Yes,Fashion & Clothing,5,4,3,1,1,4,4,3,1,3,3,3,5,4,3,4,3,3,4,3,4,4,,
30/06/2026 20:30:30,yes,18–24,Female,Postgraduate,Self-employed,"Below ₹20,000",Instagram,2–4 hours,Yes,Food & Beverages,3,2,5,2,2,4,5,5,3,4,4,3,4,5,5,3,4,5,3,4,5,4,,
30/06/2026 20:30:31,yes,18–24,Male,Postgraduate,Business Owner,"Above ₹80,000",YouTube,1–2 hours,Yes,Beauty & Personal Care,5,5,4,4,5,3,4,2,5,2,5,3,5,5,4,2,2,5,4,5,4,5,,
30/06/2026 20:30:32,yes,18–24,Male,Undergraduate,Private Employee,"₹20,001–₹40,000",LinkedIn,2–4 hours,Yes,Food & Beverages,3,3,4,3,5,5,4,5,5,4,2,3,4,4,4,4,5,5,5,4,4,4,,
30/06/2026 20:30:33,yes,18–24,Female,Undergraduate,Student,"₹20,001–₹40,000",WhatsApp,4–6 hours,Yes,Electronics,3,5,5,5,3,1,1,5,5,4,3,5,5,3,1,5,5,2,1,4,4,5,,
30/06/2026 20:30:34,yes,18–24,Male,Undergraduate,Government Employee,"₹60,001–₹80,000",Instagram,Less than 1 hour,Yes,Fashion & Clothing,4,5,3,4,3,3,5,4,4,5,1,5,4,4,5,5,5,5,4,4,2,4,,
30/06/2026 20:30:34,yes,18–24,Male,Others,Student,"₹60,001–₹80,000",Instagram,2–4 hours,Yes,Beauty & Personal Care,4,5,5,4,3,4,3,4,5,5,5,4,5,5,3,3,4,4,4,2,4,2,,
30/06/2026 20:30:35,yes,55 and above,Male,Undergraduate,Business Owner,"₹40,001–₹60,000",Instagram,1–2 hours,Yes,Fashion & Clothing,2,2,4,4,5,3,1,5,4,4,5,3,5,3,3,4,4,5,3,5,4,5,,
30/06/2026 20:30:36,yes,25–34,Male,High School,Government Employee,"Below ₹20,000",Instagram,2–4 hours,Yes,Electronics,4,5,4,5,5,5,4,4,4,5,3,2,4,1,3,5,5,4,4,5,4,2,,
